ref,Teff,logg,micro,source_id_GAIA,[OI/FeI],[O/H],Ostd,[NaI/FeI],[Na/H],Nastd,[MgI/FeI],[Mg/H],Mgstd,[AlI/FeI],[Al/H],Alstd,[SiI/FeI],[Si/H],Sistd,[CaI/FeI],[Ca/H],Castd,target_id,[ScII/FeII],[ScII/H],ScIIstd,[TiI/FeI],[TiI/H],TiIstd,[TiII/FeII],[TiII/H],TiIIstd,[VI/FeI],[V/H],Vstd,[CrI/FeI],[Cr/H],Crstd,[MnI/FeI],[Mn/H],Mnstd,[FeI/H],Festd,[FeII/H],FeIIstd,[CoI/FeI],[Co/H],Costd,[NiI/FeI],[Ni/H],Nistd,[CuI/FeI],[Cu/H],Custd,[ZnI/FeI],[Zn/H],Znstd,[Sr/Fe],[Sr/H],Srstd,[YII/FeII],[YII/H],Ystd,[ZrII/FeII],[ZrII/H],Zrstd,[BaII/FeII],[BaII/H],Bastd,[LaII/FeII],[LaII/H],Lastd,[CeII/FeII],[CeII/H],Cestd,[PrII/FeII],[PrII/H],Prstd,[NdII/FeII],[NdII/H],Ndstd,[SmII/FeII],[SmII/H],Smstd,[EuII/FeII],[EuII/H],Eustd,main_id_2,Strut,Structure,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ruwe,phot_g_mean_mag,phot_g_mean_mag_error
MINCE III,4158,0.9,1.93,3574495710443399936,999.9990234375,997.8910233974457,999.9990234375,-0.16900000000000004,-2.2770000400543213,0.028,0.5810000000000002,-1.527000040054321,0.037,0.04899999999999993,-2.0590000400543214,0.192,0.40700000000000003,-1.7010000400543213,0.124,0.381,-1.7270000400543213,0.048,BD-11_3235,0.17099999999999982,-1.592000011444092,0.134,0.3570000000000002,-1.751000040054321,0.07,0.2529999999999999,-1.510000011444092,0.081,0.0040000000000000036,-2.1040000400543213,0.07,0.008000000000000007,-2.1000000400543213,0.0,-0.2869999999999999,-2.395000040054321,0.083,-2.108,0.137,-1.763,0.149,0.13600000000000012,-1.9720000400543212,0.128,0.020999999999999908,41.021,0.153,-0.4790000000000001,-2.5870000400543214,0.122,0.127,-1.9810000400543213,0.0,-0.42399999999999993,-2.532000040054321,0,-0.2370000000000001,-2.000000011444092,0.0,0.24,-1.5230000114440918,0.0,-0.15900000000000003,-1.9220000114440918,0.0,-0.2669999999999999,-2.0300000114440917,0.0,-0.3759999999999999,-2.1390000114440917,0.0,-0.2160000000000002,-1.979000011444092,0.0,-0.14800000000000013,-1.911000011444092,0.0,0.05899999999999994,-1.7040000114440919,0.0,0.20699999999999985,-1.556000011444092,0.0,BD-11  3235,H,4,181.28930067308,0.0161,-12.08147620467,0.0116,0.3465,0.0181,19.1325,16.843,-12.916,0.02,-10.81,0.016,31,,,0.964,9.538624,0.002822
MINCE III,4342,1.09,1.93,5294657359766081920,999.9990234375,997.9980235099792,999.9990234375,-0.19100000000000028,-2.1919999275207522,0.028,0.4909999999999999,-1.509999927520752,0.044,-0.09600000000000009,-2.096999927520752,0.0,0.45699999999999985,-1.543999927520752,0.07,0.359,-1.641999927520752,0.048,CD-57_1959,0.08699999999999997,-1.6269999866485596,0.112,0.2679999999999998,-1.7329999275207522,0.072,0.20500000000000007,-1.5089999866485595,0.047,-0.06899999999999995,-2.069999927520752,0.066,-0.03200000000000003,-2.032999927520752,0.0,-0.274,-2.274999927520752,0.047,-2.001,0.119,-1.714,0.112,0.05799999999999983,-1.9429999275207521,0.08,-0.016999999999999904,40.983,0.095,-0.5529999999999999,-2.553999927520752,0.084,0.09399999999999986,-1.906999927520752,0.033,-0.3320000000000003,-2.3329999275207522,0,-0.244,-1.9579999866485596,0.0,0.23399999999999999,-1.4799999866485596,0.0,-0.05499999999999994,-1.7689999866485595,0.0,-0.03699999999999992,-1.7509999866485595,0.0,-0.14900000000000002,-1.8629999866485596,0.0,0.006000000000000005,-1.7079999866485596,0.0,0.028000000000000025,-1.6859999866485595,0.0,0.2509999999999999,-1.4629999866485597,0.0,0.4849999999999999,-1.2289999866485597,0.0,CD-57  1959,H,4,120.49565435397,0.0102,-57.86737488748,0.0105,0.6177,0.0105,58.8004,38.817,-8.808,0.014,37.804,0.014,31,,,1.018,9.778765,0.00277
MINCE III,4655,1.29,1.97,4778230075479363840,999.9990234375,998.0970234870911,999.9990234375,-0.28200000000000025,-2.1839999504089356,0.015,0.399,-1.5029999504089355,0.045,-0.2090000000000003,-2.110999950408936,0.0,0.357,-1.5449999504089356,0.048,0.30999999999999983,-1.5919999504089357,0.073,CD-52_976,0.07899999999999996,-1.7150000295639038,0.124,0.2649999999999999,-1.6369999504089356,0.069,0.262,-1.5320000295639038,0.126,-0.07200000000000006,-1.9739999504089356,0.061,-0.06600000000000006,-1.9679999504089356,0.0,-0.3260000000000003,-2.227999950408936,0.082,-1.902,0.098,-1.794,0.091,0.041999999999999815,-1.8599999504089357,0.096,-0.018000000000000016,40.982,0.091,-0.5330000000000001,-2.434999950408936,0.066,0.04599999999999982,-1.8559999504089357,0.019,-0.3859999999999999,-2.2879999504089357,0,-0.33999999999999986,-2.1340000295639037,0.0,0.19999999999999996,-1.5940000295639039,0.0,0.037000000000000144,-1.7570000295639037,0.0,-0.09299999999999997,-1.8870000295639038,0.0,-0.19199999999999995,-1.9860000295639038,0.0,-0.06699999999999995,-1.8610000295639038,0.0,0.0050000000000001155,-1.7890000295639037,0.0,0.17399999999999993,-1.6200000295639039,0.0,0.23399999999999999,-1.5600000295639038,0.0,CD-52   976,H,4,70.33433223859,0.0089,-51.91320728254,0.0104,0.6343,0.01,63.6275,21.75,21.383,0.012,-3.98,0.013,31,,,0.931,9.397205,0.002763
MINCE III,4230,0.8,2.01,4181847654250133760,999.9990234375,997.8130233287811,999.9990234375,0.29600000000000004,-1.890000108718872,0.021,0.46099999999999985,-1.7250001087188722,0.097,0.905,-1.281000108718872,0.054,0.44299999999999984,-1.7430001087188722,0.13,0.3959999999999999,-1.7900001087188722,0.06,BD-15_5449,0.07200000000000006,-1.8670000104904174,0.056,0.31999999999999984,-1.8660001087188722,0.052,0.23199999999999998,-1.7070000104904175,0.043,-0.014000000000000234,-2.2000001087188723,0.074,0.03500000000000014,-2.151000108718872,0.0,-0.30100000000000016,-2.4870001087188722,0.105,-2.186,0.116,-1.939,0.092,0.13200000000000012,-2.054000108718872,0.138,0.017999999999999794,41.018,0.14,-0.4980000000000002,-2.6840001087188723,0.113,-996.814,-999.0000001087188,-999.0,-0.26900000000000013,-2.455000108718872,0,-0.24299999999999988,-2.1820000104904174,0.0,0.19100000000000006,-1.7480000104904174,0.0,-0.0020000000000000018,-1.9410000104904175,0.0,-0.11899999999999977,-2.0580000104904173,0.0,-0.238,-2.1770000104904175,0.0,-0.16999999999999993,-2.1090000104904174,0.0,-0.04800000000000004,-1.9870000104904175,0.0,0.040000000000000036,-1.8990000104904174,0.0,0.06400000000000006,-1.8750000104904174,0.0,BD-15  5449,H,4,296.1755677596,0.0199,-15.51706657473,0.0154,0.3544,0.0222,15.9729,25.41,-12.872,0.023,-21.908,0.018,95,1.3865,0.0048,1.085,9.770967,0.002831
MINCE III,4515,0.85,2.15,6696870414182407552,999.9990234375,997.5360233783722,999.9990234375,-0.379,-2.8420000591278076,0.0,0.494,-1.9690000591278076,0.089,-996.537,-999.0000000591278,-999.0,0.26800000000000024,-2.1950000591278074,0.161,0.06200000000000028,-2.4010000591278073,0.089,CD-38_13823,-0.18399999999999972,-2.6310000267028806,0.123,0.04600000000000026,-2.4170000591278074,0.062,0.004999999999999893,-2.442000026702881,0.11,-0.2599999999999998,-2.7230000591278074,0.149,-0.05600000000000005,-2.5190000591278077,0.0,-0.10099999999999998,-2.5640000591278076,0.095,-2.463,0.143,-2.447,0.143,0.1160000000000001,-2.3470000591278075,0.121,0.0860000000000003,41.086,0.111,-0.7789999999999999,-3.2420000591278075,0.0,-0.1299999999999999,-2.5930000591278075,0.016,-996.537,-999.0000000591278,0,-0.7069999999999999,-3.1540000267028807,0.0,-0.39,-2.837000026702881,0.0,-0.7189999999999999,-3.1660000267028807,0.0,-0.48999999999999977,-2.9370000267028806,0.0,-996.553,-999.0000000267029,0.0,-996.553,-999.0000000267029,0.0,-0.34499999999999975,-2.7920000267028806,0.0,-0.2469999999999999,-2.6940000267028807,0.0,-0.03200000000000003,-2.479000026702881,0.0,CD-38 13823,H,4,300.79674531868,0.0156,-38.45042713236,0.0148,0.3205,0.0216,14.8149,31.714,7.136,0.02,-30.901,0.016,31,,,1.005,10.009802,0.002821
MINCE I\II,4626,0.9,2.17,1806381262367935744,-96.58000183105469,-98.93200182914734,0.0,0.14999985694885254,-2.202000141143799,0.0,0.5499999523162842,-1.8020000457763672,0.08,-96.63999938964844,-98.99199938774109,0.0,0.5899999141693115,-1.7620000839233398,0.14,0.4199998378753662,-1.9320001602172852,0.08,HD_354750,0.25999999046325684,-2.1570000648498535,0.14,0.39999985694885254,-1.9520001411437988,0.08,0.440000057220459,-1.9769999980926514,0.13,10.899999618530273,8.547999620437622,0.13,-0.05000019073486328,-2.4020001888275146,0.0,-0.35000014305114746,-2.702000141143799,0.11,-2.352,0.11,-2.417,0.142,0.06999993324279785,-2.2820000648498535,0.1,0.019999980926513672,41.019999980926514,0.1,-0.6400001049041748,-2.992000102996826,0.0,0.09999990463256836,-2.252000093460083,0.09,0.09200000017881393,-2.2599999979138374,0,-0.1940000057220459,-2.6110000610351562,0.0,,,,-0.1679999977350235,-2.585000053048134,0.0,0.1550000011920929,-2.2620000541210175,0.0,-0.15299999713897705,-2.5700000524520874,0.0,9.989999771118164,7.572999715805054,0.0,0.2150000035762787,-2.2020000517368317,0.0,0.35899999737739563,-2.0580000579357147,0.0,0.5320000052452087,-1.8850000500679016,0.0,HD 354750,H,4,301.12104159354,0.0079,13.59196723263,0.0063,0.2161,0.0112,19.2896,6.103,2.837,0.012,5.403,0.009,31,,,0.904,10.588633,0.002761
MINCE I\II,4276,0.7,2.08,1846612603278169600,0.6800000667572021,-1.5969998836517334,0.05999999865889549,-0.2200000286102295,-2.496999979019165,0.05,0.5,-1.7769999504089355,0.0,-96.72000122070312,-98.99700117111206,0.0,0.3399999141693115,-1.937000036239624,0.08,0.309999942779541,-1.9670000076293945,0.06,BD+25_4520,0.19000005722045898,-1.937999963760376,0.13,0.24000000953674316,-2.0369999408721924,0.08,0.18000006675720215,-1.9479999542236328,0.09,9.779999732971191,7.502999782562256,0.06,-0.1100001335144043,-2.38700008392334,0.0,-0.31999993324279785,-2.5969998836517334,0.07,-2.277,0.096,-2.128,0.172,0.06999993324279785,-2.2070000171661377,0.14,-0.039999961853027344,40.96000003814697,0.12,-0.4200000762939453,-2.697000026702881,0.23,-0.08999991416931152,-2.366999864578247,0.02,-0.25,-2.5269999504089355,0,-0.414000004529953,-2.542000025510788,0.0,,,,-0.3179999887943268,-2.4460000097751617,0.0,-0.16300000250339508,-2.29100002348423,0.0,-0.41999998688697815,-2.548000007867813,0.0,9.989999771118164,7.861999750137329,0.0,-0.13300000131130219,-2.261000022292137,0.0,0.06700000166893005,-2.061000019311905,0.0,9.989999771118164,7.861999750137329,0.0,BD+25  4520,H,4,320.53479094645,0.014,25.75435196767,0.0115,0.3991,0.0181,22.0944,22.979,21.567,0.015,-7.931,0.013,31,,,1.047,9.258242,0.002801
MINCE I\II,4503,1.06,2.05,1874828957863588992,-96.66000366210938,-99.16400361061096,0.0,-96.48999786376953,-98.99399781227112,0.0,0.5900000333786011,-1.9139999151229858,0.1,-96.48999786376953,-98.99399781227112,0.0,0.5199999809265137,-1.9839999675750732,0.0,0.3599998950958252,-2.1440000534057617,0.09,BD+21_4579,0.2999999523162842,-2.0429999828338623,0.1,0.31999993324279785,-2.184000015258789,0.14,0.3899998664855957,-1.9530000686645508,0.15,9.789999961853027,7.28600001335144,0.13,-0.20000004768371582,-2.7039999961853027,0.0,-0.43000006675720215,-2.934000015258789,0.1,-2.504,0.137,-2.343,0.122,0.09999990463256836,-2.4040000438690186,0.03,-0.009999990463256836,40.99000000953674,0.13,-96.48999786376953,-98.99399781227112,0.0,0.16000008583068848,-2.3439998626708984,0.06,0.09399999678134918,-2.4099999517202377,0,0.22699999809265137,-2.115999937057495,0.0,0.68,-1.6629999351501463,0.04,0.5339999794960022,-1.8089999556541443,0.0,0.7160000205039978,-1.6269999146461487,0.0,0.4569999873638153,-1.8859999477863312,0.0,0.9610000252723694,-1.381999909877777,0.0,0.7900000214576721,-1.5529999136924744,0.0,0.9860000014305115,-1.356999933719635,0.0,1.284000039100647,-1.0589998960494995,0.0,BD+21  4759,H,4,337.19312039613,0.0085,22.15309858895,0.0109,0.4526,0.0133,34.0103,14.613,-5.305,0.014,-13.616,0.013,31,,,1.018,9.444531,0.002818
MINCE I\II,4237,0.76,2.01,1904354796441169664,0.7900000810623169,-1.116999864578247,0.09000000357627869,0.08999991416931152,-1.8170000314712524,0.04,0.6499999761581421,-1.2569999694824219,0.0,0.4599999189376831,-1.4470000267028809,0.04,0.6200000047683716,-1.2869999408721924,0.07,0.4099999666213989,-1.496999979019165,0.04,BD+354847,0.43000006675720215,-1.472999930381775,0.11,0.4799998998641968,-1.4270000457763672,0.12,0.4100000858306885,-1.4929999113082886,0.15,8.9399995803833,7.032999634742737,0.05,-0.020000100135803223,-1.9270000457763672,0.0,-0.25000011920928955,-2.1570000648498535,0.06,-1.907,0.099,-1.903,0.171,0.13999998569488525,-1.7669999599456787,0.12,0.0,41.0,0.14,-0.23000013828277588,-2.13700008392334,0.14,0.09999990463256836,-1.8070000410079956,0.01,0.09700000286102295,-1.809999942779541,0,0.2770000100135803,-1.6259999871253967,0.0,0.66,-1.242999997138977,0.06,0.4869999885559082,-1.4160000085830688,0.0,0.5350000262260437,-1.3679999709129333,0.0,0.23999999463558197,-1.663000002503395,0.0,0.5870000123977661,-1.315999984741211,0.0,0.36399999260902405,-1.539000004529953,0.0,0.40400001406669617,-1.4989999830722809,0.0,0.5870000123977661,-1.315999984741211,0.0,BD+35  4847,H,4,339.30618147482,0.0153,36.13927749987,0.014,0.6608,0.0209,31.6526,30.322,28.587,0.02,-10.112,0.017,31,,,1.249,8.467888,0.002777
MINCE I\II,4133,0.5,2.13,494113589154362368,-96.56999969482422,-99.10099959373474,0.0,-0.21000003814697266,-2.740999937057495,0.0,0.6000000238418579,-1.9309998750686646,0.02,-96.47000122070312,-99.00100111961365,0.0,0.5699999332427979,-1.9609999656677246,0.11,0.2999999523162842,-2.2309999465942383,0.08,TYC_4331-136-1,0.43000006675720215,-2.0,0.14,0.24000000953674316,-2.2909998893737793,0.12,0.3600001335144043,-2.069999933242798,0.11,10.399999618530273,7.868999719619751,0.13,-0.1400001049041748,-2.6710000038146973,0.0,-0.2799999713897705,-2.810999870300293,0.12,-2.531,0.108,-2.43,0.229,0.1099998950958252,-2.4210000038146973,0.12,0.029999971389770508,41.02999997138977,0.13,-0.6500000953674316,-3.180999994277954,0.2,0.26999998092651367,-2.260999917984009,0.02,-0.2290000021457672,-2.7599999010562897,0,-0.09799999743700027,-2.5280000641942024,0.0,0.61,-1.8200000667572023,0.05,-0.039000000804662704,-2.469000067561865,0.0,0.25099998712539673,-2.1790000796318054,0.0,-0.01600000075995922,-2.4460000675171614,0.0,0.2709999978542328,-2.1590000689029694,0.0,0.25999999046325684,-2.1700000762939453,0.0,0.460999995470047,-1.9690000712871552,0.0,0.7609999775886536,-1.6690000891685486,0.0,TYC 4331-136-1,H,4,59.30935521585,0.009,69.74585613476,0.0106,0.4346,0.0156,27.786,17.784,17.672,0.01,-1.999,0.013,31,,,1.14,9.521653,0.002838
MINCE I\II,4249,0.79,1.98,2670152649340559616,0.7199999690055847,-0.8859999775886536,0.019999999552965164,-0.039999961853027344,-1.6459999084472656,0.04,0.6000000238418579,-1.0059999227523804,0.0,0.18000006675720215,-1.4259998798370361,0.01,0.3799999952316284,-1.2259999513626099,0.05,0.41999995708465576,-1.1859999895095825,0.05,HD208316,0.3399999141693115,-1.2290000915527344,0.12,0.4099999666213989,-1.1959999799728394,0.06,0.36000001430511475,-1.2089999914169312,0.06,8.779999732971191,7.173999786376953,0.08,-0.029999971389770508,-1.6359999179840088,0.0,-0.25,-1.8559999465942383,0.06,-1.606,0.101,-1.569,0.101,0.1499999761581421,-1.4559999704360962,0.15,-0.039999961853027344,40.96000003814697,0.13,-0.36000001430511475,-1.965999960899353,0.11,0.0,-1.6059999465942383,0.0,-0.2540000081062317,-1.85999995470047,0,0.07900000363588333,-1.4900000020861626,0.0,0.61,-0.9590000057220459,0.03,0.0860000029206276,-1.4830000028014183,0.0,0.17599999904632568,-1.3930000066757202,0.0,-0.04899999871850014,-1.618000004440546,0.0,0.1589999943971634,-1.4100000113248825,0.0,0.15600000321865082,-1.413000002503395,0.0,0.2540000081062317,-1.3149999976158142,0.0,0.4860000014305115,-1.0830000042915344,0.0,HD 208316,H,4,328.90012756915,0.0218,-4.2244402984,0.0219,0.6576,0.024,27.4258,38.516,2.7,0.026,-38.421,0.026,31,,,0.98,8.3622,0.002785
MINCE I\II,4497,1.03,2.06,2743322781643294336,1.03000009059906,-1.5429998636245728,0.0,-96.41999816894531,-98.99299812316895,0.0,0.5499999523162842,-2.0230000019073486,0.08,-96.41999816894531,-98.99299812316895,0.0,0.34999990463256836,-2.2230000495910645,0.0,0.3299999237060547,-2.243000030517578,0.07,BD+03__4904,0.21000003814697266,-2.25600004196167,0.15,0.309999942779541,-2.263000011444092,0.1,0.2999999523162842,-2.1660001277923584,0.15,9.949999809265137,7.376999855041504,0.12,-0.1100001335144043,-2.683000087738037,0.0,-0.3300001621246338,-2.9030001163482666,0.03,-2.573,0.122,-2.466,0.174,0.1099998950958252,-2.4630000591278076,0.09,0.009999990463256836,41.00999999046326,0.12,-0.5500001907348633,-3.123000144958496,0.0,0.25,-2.322999954223633,0.05,0.03799999877810478,-2.534999955445528,0,-0.08699999749660492,-2.5530000776052475,0.0,0.6,-1.8660000801086425,0.0,-0.2770000100135803,-2.743000090122223,0.0,0.026000000536441803,-2.4400000795722008,0.0,-0.13199999928474426,-2.598000079393387,0.0,9.989999771118164,7.5239996910095215,0.0,0.0729999989271164,-2.393000081181526,0.0,0.5130000114440918,-1.9530000686645508,0.0,9.989999771118164,7.5239996910095215,0.0,BD+03  4904,H,4,358.86815928133,0.0211,4.35490305536,0.0116,0.4252,0.0214,19.8267,19.196,-8.092,0.024,-17.407,0.013,31,,,1.158,9.508876,0.002764
MINCE I\II,4232,0.8,2.0,2289509454745473792,0.5299999713897705,-1.503000020980835,0.0,-0.07999992370605469,-2.11299991607666,0.06,0.5199999809265137,-1.5130000114440918,0.0,0.3999999761581421,-1.6330000162124634,0.0,0.46999990940093994,-1.5630000829696655,0.08,0.36000001430511475,-1.6729999780654907,0.07,TYC_4584-784-1,0.19000005722045898,-1.6639999151229858,0.12,0.2999999523162842,-1.7330000400543213,0.14,0.2900000810623169,-1.563999891281128,0.17,10.9399995803833,8.906999588012695,0.14,-0.06999993324279785,-2.1029999256134033,0.0,-0.2999999523162842,-2.3329999446868896,0.09,-2.033,0.113,-1.854,0.246,0.09999990463256836,-1.933000087738037,0.12,-0.019999980926513672,40.980000019073486,0.12,-0.5399999618530273,-2.572999954223633,0.14,-0.029999971389770508,-2.062999963760376,0.16,-0.3269999921321869,-2.3599999845027924,0,-0.08799999952316284,-1.9419999718666077,0.0,0.54,-1.3139999723434448,0.06,0.1459999978542328,-1.707999974489212,0.0,0.335999995470047,-1.5179999768733978,0.0,0.11599999666213989,-1.737999975681305,0.0,0.38999998569488525,-1.4639999866485596,0.0,0.3330000042915344,-1.5209999680519104,0.0,0.43299999833106995,-1.4209999740123749,0.0,0.6629999876022339,-1.190999984741211,0.0,TYC 4584-784-1,H,4,290.73491261361,0.0096,76.54536904406,0.0111,0.2471,0.0103,24.0866,6.264,-5.508,0.013,2.982,0.016,31,,,1.106,10.622401,0.002779
MINCE I\II,4289,0.75,2.07,2512685511748376064,1.1400001049041748,-1.0749998092651367,0.0,-0.06999993324279785,-2.2849998474121094,0.23,0.5299999713897705,-1.684999942779541,0.05,-96.77999877929688,-98.99499869346619,0.0,0.46000003814697266,-1.7549998760223389,0.12,0.3700000047683716,-1.84499990940094,0.06,TYC___33-446-1,0.3500000238418579,-1.8539999723434448,0.15,0.3500000238418579,-1.8649998903274536,0.07,0.4200000762939453,-1.7839999198913574,0.1,10.470000267028809,8.255000352859497,0.1,-0.09999990463256836,-2.31499981880188,0.0,-0.2999999523162842,-2.5149998664855957,0.07,-2.215,0.117,-2.204,0.204,0.15000009536743164,-2.06499981880188,0.1,-0.009999990463256836,40.99000000953674,0.14,-0.4200000762939453,-2.634999990463257,0.17,-0.07999992370605469,-2.294999837875366,0.0,-0.17000000178813934,-2.384999915957451,0,-0.16699999570846558,-2.3709999918937683,0.0,0.52,-1.6839999961853027,0.05,0.07800000160932541,-2.1259999945759773,0.0,0.23499999940395355,-1.9689999967813492,0.0,0.08500000089406967,-2.118999995291233,0.0,0.3050000071525574,-1.8989999890327454,0.0,0.3009999990463257,-1.902999997138977,0.0,0.3050000071525574,-1.8989999890327454,0.0,1.6449999809265137,-0.5590000152587891,0.0,TYC   33-446-1,H,4,28.59240072541,0.0138,3.69588645501,0.0104,0.2535,0.0158,16.0677,10.306,7.591,0.016,-6.972,0.013,31,,,0.988,10.093693,0.00283
MINCE I\II,4254,1.07,1.83,4457463848888998528,0.4999999403953552,-0.9130000472068787,0.0,-0.1700000762939453,-1.5830000638961792,0.05,0.4099999666213989,-1.003000020980835,0.08,0.08999991416931152,-1.3230000734329224,0.02,0.2999999523162842,-1.1130000352859497,0.1,0.31999993324279785,-1.093000054359436,0.06,BD+112896,0.22999989986419678,-1.0690001249313354,0.08,0.25999999046325684,-1.152999997138977,0.07,0.28999996185302734,-1.0090000629425049,0.1,9.140000343322754,7.72700035572052,0.09,-0.009999990463256836,-1.4229999780654907,0.0,-0.24000000953674316,-1.652999997138977,0.08,-1.413,0.12,-1.299,0.199,0.04999995231628418,-1.3630000352859497,0.15,-0.060000061988830566,40.93999993801117,0.13,-0.4700000286102295,-1.8830000162124634,0.11,-0.05000007152557373,-1.4630000591278076,0.04,-0.296999990940094,-1.7099999785423279,0,-0.09099999815225601,-1.3900000229477882,0.0,0.51,-0.7890000247955322,0.04,0.17599999904632568,-1.1230000257492065,0.0,0.3409999907016754,-0.9580000340938568,0.0,0.057999998331069946,-1.2410000264644623,0.0,0.5529999732971191,-0.7460000514984131,0.0,0.3799999952316284,-0.9190000295639038,0.0,0.5669999718666077,-0.7320000529289246,0.0,0.7929999828338623,-0.5060000419616699,0.0,BD+11  2896,H,4,240.27019063254,0.013,11.21554069091,0.0089,0.7832,0.0181,43.1989,29.8,-23.424,0.016,-18.422,0.012,31,,,0.972,8.72601,0.002765
MINCE I\II,4482,1.29,1.88,2645979306383851520,0.6299999952316284,-1.2699999809265137,0.0,-0.2099999189376831,-2.109999895095825,0.05,0.48000001907348633,-1.4199999570846558,0.11,-97.0999984741211,-98.99999845027924,0.0,0.3799999952316284,-1.5199999809265137,0.05,0.3500000238418579,-1.5499999523162842,0.06,BD-004538,0.21000003814697266,-1.5399999618530273,0.12,0.26999998092651367,-1.6299999952316284,0.08,0.2799999713897705,-1.4700000286102295,0.12,9.109999656677246,7.209999680519104,0.1,-0.040000081062316895,-1.940000057220459,0.0,-0.30000007152557373,-2.200000047683716,0.07,-1.9,0.094,-1.75,0.142,0.009999990463256836,-1.8899999856948853,0.09,-0.05000007152557373,40.949999928474426,0.1,-0.5700000524520874,-2.4700000286102295,0.15,0.039999961853027344,-1.8600000143051147,0.03,-0.10999999940395355,-2.0099999755620956,0,-0.09000000357627869,-1.8400000035762787,0.0,0.47,-1.28,0.04,0.18000000715255737,-1.5699999928474426,0.0,0.31200000643730164,-1.4379999935626984,0.0,0.18700000643730164,-1.5629999935626984,0.0,0.4569999873638153,-1.2930000126361847,0.0,0.30000001192092896,-1.449999988079071,0.0,0.4830000102519989,-1.266999989748001,0.0,0.6299999952316284,-1.1200000047683716,0.0,BD-00  4538,H,4,354.57843037172,0.0179,0.78091443633,0.0142,0.8304,0.0197,42.1111,46.109,44.013,0.022,-13.743,0.016,31,,,1.045,8.781491,0.002766
MINCE I\II,4167,0.82,1.91,3670216508400737920,0.6799999475479126,-0.7680000066757202,0.03999999910593033,-0.24000000953674316,-1.687999963760376,0.06,0.5300000309944153,-0.9179999232292175,0.0,0.03000009059906006,-1.4179998636245728,0.01,0.3200000524520874,-1.1279999017715454,0.09,0.23000001907348633,-1.2179999351501465,0.05,BD+062880,0.1499999761581421,-1.149999976158142,0.13,0.2200000286102295,-1.2279999256134033,0.08,0.26999998092651367,-1.0299999713897705,0.06,9.59000015258789,8.142000198364258,0.05,-0.1099998950958252,-1.557999849319458,0.0,-0.34999990463256836,-1.7979998588562012,0.1,-1.448,0.105,-1.3,0.226,0.03000009059906006,-1.4179998636245728,0.13,-0.07999992370605469,40.920000076293945,0.14,-0.5299999713897705,-1.9779999256134033,0.13,-0.019999980926513672,-1.4679999351501465,0.04,-0.41200000047683716,-1.85999995470047,0,-0.08699999749660492,-1.386999949812889,0.0,0.47,-0.8299999523162842,0.02,0.460999995470047,-0.8389999568462372,0.0,0.3580000102519989,-0.9419999420642853,0.0,-0.007000000216066837,-1.306999952532351,0.0,0.4779999852180481,-0.8219999670982361,0.0,0.36500000953674316,-0.934999942779541,0.0,0.44600000977516174,-0.8539999425411224,0.0,0.6779999732971191,-0.621999979019165,0.0,BD+06  2880,H,4,216.29302874378,0.0157,6.1206077383,0.0137,0.4789,0.0203,23.5825,48.645,14.345,0.018,-46.481,0.016,31,,,1.01,9.181913,0.002865
MINCE I\II,4130,0.66,1.99,1328057351677265920,0.31000006198883057,-1.4229999780654907,0.0,0.3400000333786011,-1.3930000066757202,0.08,0.5399999618530273,-1.193000078201294,0.23,0.6299999952316284,-1.1030000448226929,0.03,0.3999999761581421,-1.3330000638961792,0.13,0.3500000238418579,-1.3830000162124634,0.08,TYC2588_1386_1,0.36000001430511475,-1.340999960899353,0.13,0.36000001430511475,-1.3730000257492065,0.08,0.3900001049041748,-1.310999870300293,0.1,12.182000160217285,10.449000120162964,0.08,-0.009999990463256836,-1.7430000305175781,0.0,-0.25,-1.9830000400543213,0.1,-1.733,0.122,-1.701,0.204,0.15999996662139893,-1.5730000734329224,0.13,-0.019999980926513672,40.980000019073486,0.17,-0.4700000286102295,-2.203000068664551,0.07,-0.039999961853027344,-1.7730000019073486,0.2,-0.47699999809265137,-2.2100000381469727,0,-0.06199999898672104,-1.7629999741911888,0.0,0.45,-1.2509999752044678,0.02,0.2460000067949295,-1.4549999684095383,0.0,0.328000009059906,-1.3729999661445618,0.0,0.06599999964237213,-1.6349999755620956,0.0,0.27300000190734863,-1.4279999732971191,0.0,0.3409999907016754,-1.3599999845027924,0.0,0.4480000138282776,-1.2529999613761902,0.0,0.6129999756813049,-1.0879999995231628,0.0,TYC 2588-1386-1,H,4,250.38552677402,0.0088,36.41181442716,0.011,0.1078,0.0114,9.433,3.922,-3.051,0.011,-2.465,0.013,31,,,1.048,11.726887,0.002848
